customerID,Churn_Percentage,Churn,Possible Reason,Suggestion
9025-ZRPVR,42.81%,No,Noticeable decline in usage. Possibly distracted or exploring competitors lightly.,"Prompt a short survey to understand what’s missing.
Consider sending a targeted discount or reminder of unused features.
Send personalized recommendations based on past usage
Offer a time-sensitive incentive to return"
1905-OEILC,29.19%,No,Minor drop in activity detected. Early signs of dissatisfaction or boredom with current experience.,"Offer a quick feedback form to uncover issues early.
Send a thank-you message or small loyalty bonus to reinforce retention
Trigger a light re-engagement campaign (email push, app notification)
Recommend new features or content they haven’t tried"
7858-GTZSP,5.34%,No,"High engagement with long-time contract registration, consistent usage behavior. No major signs of dissatisfaction or complaints.","Offer a feedback form to detect early signs of dissatisfaction.
Maintain current experience; keep things smooth and reliable
Send a thank-you message or small loyalty bonus to reinforce retention"
3285-UCQVC,19.62%,No,Minor drop in activity detected. Early signs of dissatisfaction or boredom with current experience.,"Offer a quick feedback form to uncover issues early.
Send a thank-you message or small loyalty bonus to reinforce retention
Trigger a light re-engagement campaign (email push, app notification)
Recommend new features or content they haven’t tried"
6248-BSHKG,3.3%,No,"High engagement with long-time contract registration, consistent usage behavior. No major signs of dissatisfaction or complaints.","Offer a feedback form to detect early signs of dissatisfaction.
Maintain current experience; keep things smooth and reliable
Send a thank-you message or small loyalty bonus to reinforce retention"
4685-TFLLS,7.66%,No,"High engagement with long-time contract registration, consistent usage behavior. No major signs of dissatisfaction or complaints.","Offer a feedback form to detect early signs of dissatisfaction.
Maintain current experience; keep things smooth and reliable
Send a thank-you message or small loyalty bonus to reinforce retention"
3470-BTGQO,6.29%,No,"High engagement with long-time contract registration, consistent usage behavior. No major signs of dissatisfaction or complaints.","Offer a feedback form to detect early signs of dissatisfaction.
Maintain current experience; keep things smooth and reliable
Send a thank-you message or small loyalty bonus to reinforce retention"
1209-VFFOC,0.42%,No,"High engagement with long-time contract registration, consistent usage behavior. No major signs of dissatisfaction or complaints.","Offer a feedback form to detect early signs of dissatisfaction.
Maintain current experience; keep things smooth and reliable
Send a thank-you message or small loyalty bonus to reinforce retention"
8224-DWCKX,44.75%,No,Noticeable decline in usage. Possibly distracted or exploring competitors lightly.,"Prompt a short survey to understand what’s missing.
Consider sending a targeted discount or reminder of unused features.
Send personalized recommendations based on past usage
Offer a time-sensitive incentive to return"
5482-PLVPE,10.25%,No,Minor drop in activity detected. Early signs of dissatisfaction or boredom with current experience.,"Offer a quick feedback form to uncover issues early.
Send a thank-you message or small loyalty bonus to reinforce retention
Trigger a light re-engagement campaign (email push, app notification)
Recommend new features or content they haven’t tried"
4553-DVPZG,6.15%,No,"High engagement with long-time contract registration, consistent usage behavior. No major signs of dissatisfaction or complaints.","Offer a feedback form to detect early signs of dissatisfaction.
Maintain current experience; keep things smooth and reliable
Send a thank-you message or small loyalty bonus to reinforce retention"
4902-OHLSK,20.43%,No,Minor drop in activity detected. Early signs of dissatisfaction or boredom with current experience.,"Offer a quick feedback form to uncover issues early.
Send a thank-you message or small loyalty bonus to reinforce retention
Trigger a light re-engagement campaign (email push, app notification)
Recommend new features or content they haven’t tried"
6917-IAYHD,4.65%,No,"High engagement with long-time contract registration, consistent usage behavior. No major signs of dissatisfaction or complaints.","Offer a feedback form to detect early signs of dissatisfaction.
Maintain current experience; keep things smooth and reliable
Send a thank-you message or small loyalty bonus to reinforce retention"
0495-ZBNGW,38.9%,No,Noticeable decline in usage. Possibly distracted or exploring competitors lightly.,"Prompt a short survey to understand what’s missing.
Consider sending a targeted discount or reminder of unused features.
Send personalized recommendations based on past usage
Offer a time-sensitive incentive to return"
8620-RJPZN,24.19%,No,Minor drop in activity detected. Early signs of dissatisfaction or boredom with current experience.,"Offer a quick feedback form to uncover issues early.
Send a thank-you message or small loyalty bonus to reinforce retention
Trigger a light re-engagement campaign (email push, app notification)
Recommend new features or content they haven’t tried"
7572-KPVKK,5.14%,No,"High engagement with long-time contract registration, consistent usage behavior. No major signs of dissatisfaction or complaints.","Offer a feedback form to detect early signs of dissatisfaction.
Maintain current experience; keep things smooth and reliable
Send a thank-you message or small loyalty bonus to reinforce retention"
2642-MAWLJ,6.72%,No,"High engagement with long-time contract registration, consistent usage behavior. No major signs of dissatisfaction or complaints.","Offer a feedback form to detect early signs of dissatisfaction.
Maintain current experience; keep things smooth and reliable
Send a thank-you message or small loyalty bonus to reinforce retention"
2357-COQEK,10.4%,No,Minor drop in activity detected. Early signs of dissatisfaction or boredom with current experience.,"Offer a quick feedback form to uncover issues early.
Send a thank-you message or small loyalty bonus to reinforce retention
Trigger a light re-engagement campaign (email push, app notification)
Recommend new features or content they haven’t tried"
7103-ZGVNT,29.07%,No,Minor drop in activity detected. Early signs of dissatisfaction or boredom with current experience.,"Offer a quick feedback form to uncover issues early.
Send a thank-you message or small loyalty bonus to reinforce retention
Trigger a light re-engagement campaign (email push, app notification)
Recommend new features or content they haven’t tried"
